collateral_token_price,max_borrowings_to_be_liquidated,max_borrowings_to_be_liquidated_at_interval,amm_borrowings_token_supply
100,1060.798945497675796232991793,9.899584752708249865094727,5141.404042076922519194205036
150,1050.306742871028617323540108,10.492202626647178909451685,6296.908232285696562716318317
200,1037.895196064722193034885961,12.411546806306424288654147,7271.043325945034865855539149
250,1017.597217802601517180402940,20.297978262120675854483021,8129.273572079629131070039580
300,996.2848535198495552382254903,21.3123642827519619421774497,8905.173023117223621834588359
350,966.5866748825738843279063545,29.6981786372756709103191358,9618.686206213258646131811913
400,942.9391516440040390737435442,23.6475232385698452541628103,10282.80808415384503838841007
450,915.1300700250385481049525344,27.8090816189654909687910098,10906.56498891755229878330873
500,886.4809597198282931490450364,28.6491103052102549559074980,11496.52893787618778118685320
550,878.7950947628729000223591708,7.6858649569553931266858656,12057.66127328874025722990489
600,867.7304540615827106868504810,11.0646407012901893355086898,12593.81646457139312543263663
650,837.0135549057436779725145511,30.7168991558390327143359299,13108.05976890752364677468072
700,799.1505713175263284355206808,37.8629835882173495369938703,13602.87648503780324108863315
750,779.8053529895529197161549746,19.3452183279734087193657062,14080.31485546885345275942624
800,746.6903669446194654352977886,33.1149860449334542808571860,14542.08665189006973171107830
850,718.4462766481444498385023736,28.2440902964750155967954150,14989.63982065685915735429837
900,668.2748921453625256113806327,50.1713845027819242271217409,15424.21212623076755758261511
950,623.5688013663138180806239897,44.7060907790487075307566430,15846.87153595013888819177921
1000,591.7469916592857333956291059,31.8218097070280846849948838,16258.54714415925826214007916
1050,576.7402915196024848496354005,15.0067001396832485459937054,16660.05321122329522841271146
1100,560.4971040213514513969936886,16.2431874982510334526417119,17052.10810318577853486179480
1150,534.5272513618205242077736043,25.9698526595309271892200843,17435.34939496987965541435688
1200,500.8966467669249574854317132,33.6306045948955667223418911,17810.34604623444724366917671
1250,472.7729252875251173675700069,28.1237214793998401178617063,18177.60831486258716463884787
1300,450.1741257896277465886054715,22.5987994978973707789645354,18537.59590158615806428045618
1350,414.6877895624109955631841739,35.4863362272167510254212976,18890.72469685708968814895495
1400,392.0272707768447346431450284,22.6605187855662609200391455,19237.37241242651729226362383
1450,380.2683087651914531995372719,11.7589620116532814436077565,19577.88331501470820736569815
1500,367.7946889748169301338332043,12.4736197903745230657040676,19912.57223108741817962720150
1550,346.9828303824963919199626224,20.8118585923205382138705819,20241.72795539492022708638641
1600,319.2292083715952179437017297,27.7536220109011739762608927,20565.61616830769007677682015
1650,265.7754588047632541061355672,53.4537495668319638375661625,20884.48194579173981796764544
1700,231.2182231450709039511013522,34.5572356596923501550342150,21198.55192946073836906204827
1750,178.5003130985483272562095662,52.7179100465225766948917860,21508.03621133240635029215052
1800,117.0210152035596630630797294,61.4792978949886641931298368,21813.12997783510459756661745
1850,75.39909973858219971158779101,41.62191546497746335149193839,22114.01494961670160046810400
1900,64.70075984948706413375022946,10.69833988909513557783756155,22410.86064732484628052382483
1950,65.36971730240469758400776140,0.66895745291763345025753194,22703.82550839738740549978447
2000,66.23638379478673603305105933,0.86666649238203844904329793,22993.05787575237556237370639
2050,66.28051828255990609401062434,0.04413448777317006095956501,23278.69687589150261620193819
2100,65.17091597744458514747717163,1.10960230511532094653345271,23560.87320116941808823123056
2150,65.51851774295692176327354105,0.34760176551233661579636942,23839.70980871046008177098619
2200,65.80244906267072702887566677,0.28393131971380526560212572,24115.32254657748051445980978
2250,65.88708962029009307512269842,0.08464055761936604624703165,24387.82071623888739321011874
2300,65.96801678793625176405365738,0.08092716764615868893095896,24657.30757907994092358565145
2350,66.03961545187855895097562822,0.07159866394230718692197084,24923.88081361519341664367237
2400,66.09510625301892895717433750,0.05549080114037000619870928,25187.63292914278625086527326
2450,66.14831893345558071255986581,0.05321268043665175538552831,25448.65164080762203049438704
