collateral_token_price,max_borrowings_to_be_liquidated,max_borrowings_to_be_liquidated_at_interval,amm_borrowings_token_supply
500,824.8787069079472919182243124,0E-25,139.3040158258300758213389638
750,824.8787069079472919182243124,0E-25,170.6118789469381417725849891
1000,824.8787069079472919182243124,0E-25,197.0056284739251617168351420
1250,824.8787069079472919182243124,0E-25,220.2589886088824084277214596
1500,824.8787069079472919182243124,0E-25,241.2816331087166457717241065
1750,824.8787069079472919182243124,0E-25,260.6139499109955679017381701
2000,824.8787069079472919182243124,0E-25,278.6080316516601516426779276
2250,824.8787069079472919182243124,0E-25,295.5084427108877425752527130
2500,824.8787069079472919182243124,0E-25,311.4932489252625537657483680
2750,824.8787069079472919182243124,0E-25,326.6968756180829152946199456
3000,824.8787069079472919182243124,0E-25,341.2237578938762835451699784
3250,824.8787069079472919182243124,0E-25,355.1569475088728366894203003
3500,824.8787069079472919182243124,0E-25,368.5637825077523994089737559
3750,824.8787069079472919182243124,0E-25,381.4997590943189202002522133
4000,824.8787069079472919182243124,0E-25,394.0112569478503234336702839
4250,824.8787069079472919182243124,0E-25,406.1375075195918024524173218
4500,824.8787069079472919182243124,0E-25,417.9120474774902274640168913
4750,824.8787069079472919182243124,0E-25,429.3638129132794117131465035
5000,824.8787069079472919182243124,0E-25,440.5179772177648168554429191
5250,824.8787069079472919182243124,0E-25,451.3966024070548100384935184
5500,824.8787069079472919182243124,0E-25,462.0191522840089780022366291
5750,824.8787069079472919182243124,0E-25,472.4029016526420919664759211
6000,824.8787069079472919182243124,0E-25,482.5632662174332915434482130
6250,824.8787069079472919182243124,0E-25,492.5140711848129042920878549
6500,824.8787069079472919182243124,0E-25,502.2677719380773796426710823
6750,824.8787069079472919182243124,0E-25,511.8356368408144253177549675
7000,824.8787069079472919182243124,0E-25,521.2278998219911358034763405
7250,824.8787069079472919182243124,0E-25,530.4538886325984746190534984
7500,824.8787069079472919182243124,0E-25,539.5221333532543253375198450
7750,824.8787069079472919182243124,0E-25,548.4404587470259760381816235
8000,824.8787069079472919182243124,0E-25,557.2160633033203032853558549
8250,824.8787069079472919182243124,0E-25,565.8555872445295716344469021
8500,824.8787069079472919182243124,0E-25,574.3651713226116009204517610
8750,824.8787069079472919182243124,0E-25,582.7505078857113564800178729
9000,824.8787069079472919182243124,0E-25,591.0168854217754851505054262
9250,824.8787069079472919182243124,0E-25,599.1692275695220064850182866
9500,824.8787069079472919182243124,0E-25,607.2121274141839866726725685
9750,824.8787069079472919182243124,0E-25,615.1498777464405595246065452
10000,824.8787069079472919182243124,0E-25,622.9864978505251075314967357
10250,824.8787069079472919182243124,0E-25,630.7257572960405765144679752
10500,824.8787069079472919182243124,0E-25,638.3711971331925942377478719
10750,824.8787069079472919182243124,0E-25,645.9261488296220066247457549
11000,824.8787069079472919182243124,0E-25,653.3937512361658305892398914
11250,824.8787069079472919182243124,0E-25,660.7769658266472252831643787
11500,824.8787069079472919182243124,0E-25,668.0785904215698432371933571
11750,824.8787069079472919182243124,0E-25,675.3012715760819824292657275
12000,824.8787069079472919182243124,0E-25,682.4475157877525670903399565
12250,824.8787069079472919182243124,0E-25,689.5196996587380660089229972
12500,824.8787069079472919182243124,0E-25,696.5200791291503791066948186
12750,824.8787069079472919182243124,0E-25,703.4507978833199558260222729
13000,824.8787069079472919182243124,0E-25,710.3138950177456733788406008
13250,824.8787069079472919182243124,0E-25,717.1113120484731133782993643
13500,824.8787069079472919182243124,0E-25,723.8448993261499373151723195
13750,824.8787069079472919182243124,0E-25,730.5164219188270213040904125
14000,824.8787069079472919182243124,0E-25,737.1275650155047988179475115
14250,824.8787069079472919182243124,0E-25,743.6799388972979499029718618
14500,824.8787069079472919182243124,0E-25,750.1750835177681175732031245
14750,824.8787069079472919182243124,0E-25,756.6144727293365279413261574
15000,824.8787069079472919182243124,0E-25,762.9995181886378404005044265
15250,824.8787069079472919182243124,0E-25,769.3315729701303794987029906
15500,824.8787069079472919182243124,0E-25,775.6119349141660822005256898
15750,824.8787069079472919182243124,0E-25,781.8418497329867037052145106
16000,824.8787069079472919182243124,0E-25,788.0225138957006468673405681
16250,824.8787069079472919182243124,0E-25,794.1550773111642564594318120
16500,824.8787069079472919182243124,0E-25,800.2406458258058484531913074
16750,824.8787069079472919182243124,0E-25,806.2802835517586891741530867
17000,824.8787069079472919182243124,0E-25,812.2750150391836049048346438
17250,824.8787069079472919182243124,0E-25,818.2258273053396532193702779
17500,824.8787069079472919182243124,0E-25,824.1336717317822755302862261
17750,824.8787069079472919182243124,0E-25,829.9994658400152403420891426
18000,824.8787069079472919182243124,0E-25,835.8240949549804549280337824
18250,824.8787069079472919182243124,0E-25,841.6084137649253219224917974
18500,824.8787069079472919182243124,0E-25,847.3532477854293916290857604
18750,824.8787069079472919182243124,0E-25,853.0593947346907088629249458
19000,824.8787069079472919182243124,0E-25,858.7276258265588234262930070
19250,824.8787069079472919182243124,0E-25,864.3586869872483525586475620
19500,824.8787069079472919182243124,0E-25,869.9533000011676101647279418
19750,824.8787069079472919182243124,0E-25,875.5121635908453160995120328
20000,824.8787069079472919182243124,0E-25,881.0359544355296337108858382
20250,824.8787069079472919182243124,0E-25,886.5253281326632277257581391
20500,824.8787069079472919182243124,0E-25,891.9809201061016894079076364
20750,824.8787069079472919182243124,0E-25,897.4033464646370055819214855
21000,824.8787069079472919182243124,0E-25,902.7932048141096200769870367
21250,824.8787069079472919182243124,0E-25,908.1510750261392711591557148
21500,824.8787069079472919182243124,0E-25,913.4775199662737171222439679
21750,824.8787069079472919182243124,0E-25,918.7730861841434869773226843
22000,824.8787069079472919182243124,0E-25,924.0383045680179560044732584
22250,824.8787069079472919182243124,0E-25,929.2736909659815995199588172
22500,824.8787069079472919182243124,0E-25,934.4797467757876612972451036
22750,824.8787069079472919182243124,0E-25,939.6569595052982887636721061
23000,824.8787069079472919182243124,0E-25,944.8058033052841839329518422
23250,824.8787069079472919182243124,0E-25,949.9267394762318744798543664
23500,824.8787069079472919182243124,0E-25,955.0202169506918152498340554
23750,824.8787069079472919182243124,0E-25,960.0866727525947802901787646
24000,824.8787069079472919182243124,0E-25,965.1265324348665830868964260
24250,824.8787069079472919182243124,0E-25,970.1402104965813325518550184
24500,824.8787069079472919182243124,0E-25,975.1281107808105307493727462
24750,824.8787069079472919182243124,0E-25,980.0906268542487458838598370
25000,824.8787069079472919182243124,0E-25,985.0281423696258085841757101
25250,824.8787069079472919182243124,0E-25,989.9410314118499902887164609
25500,824.8787069079472919182243124,0E-25,994.8296588287659848802657411
25750,824.8787069079472919182243124,0E-25,999.6943805473553252839411176
26000,824.8787069079472919182243124,0E-25,1004.535543876154759285342165
26250,824.8787069079472919182243124,0E-25,1009.353487794619750488047890
26500,824.8787069079472919182243124,0E-25,1014.148543230115358296922705
26750,824.8787069079472919182243124,0E-25,1018.921033323175009351617651
27000,824.8787069079472919182243124,0E-25,1023.671273681628850635509935
27250,824.8787069079472919182243124,0E-25,1028.399572624167242298724123
27500,824.8787069079472919182243124,0E-25,1033.106231413871296746547385
27750,824.8787069079472919182243124,0E-25,1037.791544482211008481315422
28000,824.8787069079472919182243124,0E-25,1042.455799643982271606952681
28250,824.8787069079472919182243124,0E-25,1047.099278303626788678250945
28500,824.8787069079472919182243124,0E-25,1051.722255653353389003303658
28750,824.8787069079472919182243124,0E-25,1056.325000863455462088312482
29000,824.8787069079472919182243124,0E-25,1060.907777265196949238106997
29250,824.8787069079472919182243124,0E-25,1065.470842526618510068260901
29500,824.8787069079472919182243124,0E-25,1070.014448821595986703631186
29750,824.8787069079472919182243124,0E-25,1074.538842992465030958880988
30000,824.8787069079472919182243124,0E-25,1079.044266706508650675039690
30250,824.8787069079472919182243124,0E-25,1083.530956606588389442593281
30500,824.8787069079472919182243124,0E-25,1087.999144456184804357243275
30750,824.8787069079472919182243124,0E-25,1092.449057279098780225250059
31000,824.8787069079472919182243124,0E-25,1096.880917494051952076363247
31250,824.8787069079472919182243124,0E-25,1101.294943044412042138607298
31500,824.8787069079472919182243124,0E-25,1105.691347523257198226921267
31750,824.8787069079472919182243124,0E-25,1110.070340293982397533465410
