collateral_token_price,max_borrowings_to_be_liquidated,max_borrowings_to_be_liquidated_at_interval,amm_borrowings_token_supply
100,160.2884993709999823644021255,30.0299999999999966959762787,1031.189403158348845879843127
150,160.2884993709999823644021255,0E-25,1262.943932951541427643481397
200,160.2884993709999823644021255,0E-25,1458.322039321954232065470404
250,160.2884993709999823644021255,0E-25,1630.453606505005490340375735
300,160.2884993709999823644021255,0E-25,1786.072438496886704076605133
350,160.2884993709999823644021255,0E-25,1929.178723745223921115271046
400,160.2884993709999823644021255,0E-25,2062.378806316697691759686254
450,160.2884993709999823644021255,0E-25,2187.483058982931348098205606
500,160.2884993709999823644021255,0E-25,2305.809603139504353211693767
550,160.2884993709999823644021255,0E-25,2418.353513968417815024877792
600,160.2884993709999823644021255,0E-25,2525.887865903082855286962794
650,160.2884993709999823644021255,0E-25,2629.027444457259014540238722
700,160.2884993709999823644021255,0E-25,2728.270715362114132050938366
750,160.2884993709999823644021255,0E-25,2824.028485850583243974109999
800,160.2884993709999823644021255,0E-25,2916.644078643908464130940810
850,160.2884993709999823644021255,0E-25,3006.407902145284336422987163
900,160.2884993709999823644021255,0E-25,3093.568209475046537639529381
950,160.2884993709999823644021255,0E-25,3178.339198271273448075118183
1000,160.2884993709999823644021255,0E-25,3260.907213010010980680751469
1050,160.2884993709999823644021255,0E-25,3341.435566407611126058325622
1100,160.2884993709999823644021255,0E-25,3420.068338066768636004371801
1150,160.2884993709999823644021255,0E-25,3496.933403660959725870521469
1200,160.2884993709999823644021255,0E-25,3572.144876993773408153210267
1250,160.2884993709999823644021255,0E-25,3645.805098304885580163676010
1300,0,160.2884993709999823644021255,3718.006267802534550400320840
1350,0,0,3788.831798854624282930444191
1400,0,0,3858.357447490447842230542092
1450,0,0,3926.652261812604133067121064
1500,0,0,3993.779385217850974983923607
1550,0,0,4059.796740033189339818199713
1600,0,0,4124.757612633395383519372508
1650,0,0,4188.711156856030250845959232
1700,0,0,4251.702829239505905884236492
1750,0,0,4313.774767040608365359894293
1800,0,0,4374.966117965862696196411213
1850,0,0,4435.313328947835077105373184
1900,0,0,4494.850400017264483565675910
1950,0,0,4553.609108292937170354669484
2000,0,0,4611.619206279008706423387535
2050,0,0,4668.908597982452484370231464
2100,0,0,4725.503495809468340210321773
2150,0,0,4781.428560744219863756987364
2200,0,0,4836.707027936835630049755585
2250,0,0,4891.360819515016471021127204
2300,0,0,4945.410646172838233157034941
2350,0,0,4998.876098871893949091839164
2400,0,0,5051.775731806165710573925589
2450,0,0,5104.127137626839812229146414
