collateral_token_price,max_borrowings_to_be_liquidated,max_borrowings_to_be_liquidated_at_interval,amm_borrowings_token_supply
100,380140.5970416442471982606465,36287.0271648366542829638744,1015.897298781230395635504115
150,344261.8612968618454211654910,35878.7357447824017770951555,1244.215006542880735335505500
200,312555.8762458917355702187249,31705.9850509701098509467661,1436.695737914608348820642434
250,289119.1473666004296931550573,23436.7288792913058770636676,1606.274666480643107989690055
300,266058.6348570519454303214138,23060.5125095484842628336435,1759.585736761071129045914041
350,243148.4220319766271337853338,22910.2128250753182965360800,1900.569816094242235513409581
400,224374.5311698651387030283418,18773.8908621114884307569920,2031.794597562460791271008231
450,208203.7101592386019078536489,16170.8210106265367951746929,2155.043606871912523230963651
500,192831.5817017610693027136000,15372.1284574775326051400489,2271.615418233245418880362052
550,177619.0910741553116363630372,15212.4906276057576663505628,2382.490350282767200659214358
600,162503.3445558075955348165465,15115.7465183477161015464907,2488.430013085761470671011000
650,147845.2153495603310800743227,14658.1292062472644547422238,2590.040075145846706539154592
700,133653.6732295271419183869011,14191.5421200331891616874216,2687.811610157416427862959734
750,119638.1547626115589979249790,14015.5184669155829204619221,2782.149333255226930001740592
800,105816.1535520063715421723243,13822.0012106051874557526547,2873.391475829216697641284867
850,92514.28835445295281841981404,13301.86519755341872375251026,2961.824139648318866050383042
900,80203.49611587219944960385725,12310.79223858075336881595679,3047.691896343691186906512347
950,69346.17386980568072741376715,10857.32224606651872219009010,3131.205767092687372017648488
1000,60393.59336134422089529222779,8952.58050846145983212153936,3212.549332961286215979380109
1050,52846.97421007512027151372554,7546.61915126910062377850225,3291.883484807064865214134075
1100,45700.68794845715309436241557,7146.28626161796717715130997,3369.350165592915263569337778
1150,39751.23839670074869197140806,5949.44955175640440239100751,3445.075354649953917024333101
1200,34167.89015569867088417677514,5583.34824100207780779463292,3519.171473522142258091828083
1250,28860.21123726996426166500701,5307.67891842870662251176813,3591.739344786520872051606086
1300,24057.08883453996961328252689,4803.12240272999464838248012,3662.869801361086668595575715
1350,19378.37925951320619400019549,4678.70957502676341928233140,3732.645019628642206006516500
1400,15481.59220831839385750895903,3896.78705119481233649123646,3801.139632188484471026819162
1450,11854.88499592223827264731092,3626.70721239615558486164811,3868.421663188942909843766321
1500,8425.747474085733136991704954,3429.137521836505135655605966,3934.553319636805673060530865
1550,5274.800971751349726395340881,3150.946502334383410596364073,3999.591664895368760817986538
1600,2868.895129379819660858561529,2405.905842371530065536779352,4063.589195124921582542016463
1650,945.4106742729834758842664177,1923.484455106836184974295111,4126.594335232324270419041371
1700,201.2315809960577027402011722,744.1790932769257731440652455,4188.651867654676372793022318
1750,110.8460541461543868587094762,90.3855268499033158814916960,4249.803304770999488302607678
1800,51.76108898103253664212211124,59.08496516512185021658736496,4310.087213743825046461927302
1850,1.528638838332608920912563568,50.23245014269992772120954767,4369.539501013065479989719929
1900,0,1.528638838332608920912563568,4428.193662403329161015073168
1950,0,0,4486.081003792119418836027905
2000,0,0,4543.230836466490837760724103
2050,0,0,4599.670650628750208867782395
2100,0,0,4655.426269966157515213095454
2150,3.565828535690425262056708746,3.565828535690425262056708746,4710.521989750871629499362437
2200,10.21349913927022082241664195,6.647670603579795560359933204,4764.980700565534401318428717
2250,16.86116974285001638277657516,6.64767060357979556035993321,4818.823999441929323969070164
2300,30.23954485632974677173595398,13.37837511347973038895937882,4872.072289943265149699454200
2350,56.15223040944306588569986367,25.91268555311331911396390969,4924.744872505428759400851045
2400,93.85096639186452966269753651,37.69873598242146377699767284,4976.860026171522941342022000
2450,131.5497023742859934396952093,37.69873598242146377699767279,5028.435082701129220872248521
